url	brand	code	Code	Category	Title	Price	List_Price	Availability	Variant	Description	Features	Images	Image_01	Image_02	Image_03	Image_04	Image_05	Image_06	Image_07	Image_08	Image_09
https://www.powabeam.com.au/waterbug-pocket-knife-blue.html	Fury 	10318	10318	Blades & Accessories	Fury Waterbug Dive Pocket Knife - Blue	$7.65		In stock		<p>Fury Waterbug Blue Pocket Knife with neon blue rubberized handle for improved grip and visibility.</p><ul><li>2.5mm partially serrated 420 stainless steel blade</li><li>Hi-vis neon blue rubberised handle for extra grip</li><li>Pocket clip and lanyard hole integrated into frame</li><li>170mm overall length (unfolded)</li><li>100mm length (folded)</li></ul><p>Also available in yellow</p><p>Fury sporting knives are generally an eye catching and practical range of affordable fixed blades, pocket knives, throwing knives and machetes. </p>	<p>Features</p><ul><li>GTIN: 766359103181</li></ul>	https://www.powabeam.com.au/images/detailed/8/10318-fury-waterbug-pocket-knife2.jpg,https://www.powabeam.com.au/images/detailed/8/10318prof.gif,https://www.powabeam.com.au/images/detailed/8/10318closed.gif,https://www.powabeam.com.au/images/detailed/9/10318-fury-blue-waterbug-knife-4.jpg,https://www.powabeam.com.au/images/detailed/9/10318-fury-blue-waterbug-knife-3.jpg,https://www.powabeam.com.au/images/detailed/9/10318-fury-blue-waterbug-knife-2.jpg,https://www.powabeam.com.au/images/detailed/9/10318-fury-blue-waterbug-knife-box.jpg	https://www.powabeam.com.au/images/detailed/8/10318-fury-waterbug-pocket-knife2.jpg	https://www.powabeam.com.au/images/detailed/8/10318prof.gif	https://www.powabeam.com.au/images/detailed/8/10318closed.gif	https://www.powabeam.com.au/images/detailed/9/10318-fury-blue-waterbug-knife-4.jpg	https://www.powabeam.com.au/images/detailed/9/10318-fury-blue-waterbug-knife-3.jpg	https://www.powabeam.com.au/images/detailed/9/10318-fury-blue-waterbug-knife-2.jpg	https://www.powabeam.com.au/images/detailed/9/10318-fury-blue-waterbug-knife-box.jpg		
https://www.powabeam.com.au/waterbug-pocket-knife-yellow.html	Fury 	10319	10319	Blades & Accessories	Waterbug Pocket Knife - Yellow - Out of Stock	$7.65		On backorder		<p>Fury Waterbug Yellow Pocket Knife with neon yellow rubberized handle for improved grip and visibility.</p><ul><li>2.5mm partially serrated 420 stainless steel blade</li><li>Hi-vis neon yellow rubberised handle for extra grip</li><li>Pocket clip and lanyard hole integrated into frame</li><li>170mm overall length (unfolded)</li><li>100mm length (folded)</li></ul><p>Also available in blue</p><p>Fury sporting knives are generally an eye catching and practical range of affordable fixed blades, pocket knives, throwing knives and machetes.</p>	<p>Features</p><ul><li>GTIN: 766359103198</li></ul>	https://www.powabeam.com.au/images/detailed/8/10319-fury-waterbug-yellow-pocket-knife.jpg,https://www.powabeam.com.au/images/detailed/8/10319closed.jpg,https://www.powabeam.com.au/images/detailed/8/10319prof.jpg	https://www.powabeam.com.au/images/detailed/8/10319-fury-waterbug-yellow-pocket-knife.jpg	https://www.powabeam.com.au/images/detailed/8/10319closed.jpg	https://www.powabeam.com.au/images/detailed/8/10319prof.jpg						
https://www.powabeam.com.au/texas-longhorn-pocket-knife.html	Fury 	10328	10328	Blades & Accessories / Collectors & Display Knives	Fury Texas Longhorn Pocket Knife	$14.25		On backorder		<p>Fury Texas Longhorn pocket knife has a dual keris style blade and an eye catching design making it both a collectors item and a fully functional pocket knife.</p><ul><li>2x 2.8mm Steel Blades with Black Finishing</li><li>Black and Silver Handle with Integrated Clip</li><li>Seperately Deployed Blades</li><li>180mm overall length (open)</li><li>125mm length (closed)</li></ul><p>Fury sporting knives are generally an eye catching and practical range of affordable fixed blades, pocket knives, throwing knives and machetes. </p>	<p>Features</p><ul><li>GTIN: 766359103280</li></ul>	https://www.powabeam.com.au/images/detailed/8/10328-fury-texas-loghorn-pocket-knife-collectors.jpg,https://www.powabeam.com.au/images/detailed/9/10328-fury-texas-longhorn-pocket-knife-2.jpg,https://www.powabeam.com.au/images/detailed/9/10328-fury-texas-longhorn-pocket-knife-3.jpg,https://www.powabeam.com.au/images/detailed/9/10328-fury-texas-longhorn-pocket-knife-4.jpg,https://www.powabeam.com.au/images/detailed/9/10328-fury-texas-longhorn-pocket-knife-5.jpg,https://www.powabeam.com.au/images/detailed/9/10328-fury-texas-longhorn-pocket-knife-7.jpg,https://www.powabeam.com.au/images/detailed/9/10328-fury-texas-longhorn-pocket-knife-box.jpg	https://www.powabeam.com.au/images/detailed/8/10328-fury-texas-loghorn-pocket-knife-collectors.jpg	https://www.powabeam.com.au/images/detailed/9/10328-fury-texas-longhorn-pocket-knife-2.jpg	https://www.powabeam.com.au/images/detailed/9/10328-fury-texas-longhorn-pocket-knife-3.jpg	https://www.powabeam.com.au/images/detailed/9/10328-fury-texas-longhorn-pocket-knife-4.jpg	https://www.powabeam.com.au/images/detailed/9/10328-fury-texas-longhorn-pocket-knife-5.jpg	https://www.powabeam.com.au/images/detailed/9/10328-fury-texas-longhorn-pocket-knife-7.jpg	https://www.powabeam.com.au/images/detailed/9/10328-fury-texas-longhorn-pocket-knife-box.jpg		
https://www.powabeam.com.au/victory-sea-camo-pocket-knife-90mm.html	Fury 	10329	10329	Blades & Accessories	Fury Victory Sea Camo Pocket Knife	$14.25		In stock		<p>Fury Tactical Victory pocket knife comes with a sea camouflage pattern, combo edge blade and handy pocket clip.</p><ul><li>2mm 440C stainless steel partially serrated blade</li><li>Stainless steel sea camo print handle with integrated pocket clip</li><li>152mm overall length (open)</li><li>90mm length (closed)</li></ul><p>Fury sporting knives are generally an eye catching and practical range of affordable fixed blades, pocket knives, throwing knives and machetes. </p>	<p>Features</p><ul><li>GTIN: 766359103297</li></ul>	https://www.powabeam.com.au/images/detailed/8/10329-fury-victory-sea-camo-pocket-knife.jpg,https://www.powabeam.com.au/images/detailed/8/10329-fury-victory-sea-camo-camouflage-pocket-knife-folding.jpg,https://www.powabeam.com.au/images/detailed/9/10329-fury-victory-sea-camo-pocket-knife-3.jpg,https://www.powabeam.com.au/images/detailed/9/10329-fury-victory-sea-camo-pocket-knife-2.jpg,https://www.powabeam.com.au/images/detailed/9/10329-fury-victory-sea-camo-pocket-knife-3_s8wi-1g.jpg,https://www.powabeam.com.au/images/detailed/9/10329-fury-victory-sea-camo-pocket-knife-4.jpg,https://www.powabeam.com.au/images/detailed/9/10329-fury-victory-sea-camo-pocket-knife-box.jpg	https://www.powabeam.com.au/images/detailed/8/10329-fury-victory-sea-camo-pocket-knife.jpg	https://www.powabeam.com.au/images/detailed/8/10329-fury-victory-sea-camo-camouflage-pocket-knife-folding.jpg	https://www.powabeam.com.au/images/detailed/9/10329-fury-victory-sea-camo-pocket-knife-3.jpg	https://www.powabeam.com.au/images/detailed/9/10329-fury-victory-sea-camo-pocket-knife-2.jpg	https://www.powabeam.com.au/images/detailed/9/10329-fury-victory-sea-camo-pocket-knife-3_s8wi-1g.jpg	https://www.powabeam.com.au/images/detailed/9/10329-fury-victory-sea-camo-pocket-knife-4.jpg	https://www.powabeam.com.au/images/detailed/9/10329-fury-victory-sea-camo-pocket-knife-box.jpg		
https://www.powabeam.com.au/victory-cobra-knife.html	Fury 	10349	10349	Blades & Accessories	Fury Cobra Extreme Pocket Knife	$14.25		In stock		<p>Fury Cobra Extreme pocket knife comes with a black tanto blade, raised pakka wood handle and all black finishing for the ultimate tactical look.</p><ul><li>440C Stainless Steel Tanto Blade</li><li>Raised Pakka Wood Handle</li><li>All Black Finishing on Blade and Handle</li><li>Integrated Pocket Clip and Ambidexturous Thumb Stud</li><li>200mm Overall Length (open)</li><li>115mm Length (closed)</li></ul><p>Fury sporting knives are generally an eye catching and practical range of affordable fixed blades, pocket knives, throwing knives and machetes. </p>	<p>Features</p><ul><li>GTIN: 766359103495</li></ul>	https://www.powabeam.com.au/images/detailed/8/10349-fury-cobra-black-folding-knife.jpg,https://www.powabeam.com.au/images/detailed/9/10349-fury-cobra-black-folding-knife-2.jpg,https://www.powabeam.com.au/images/detailed/9/10349-fury-cobra-black-folding-knife-3.jpg,https://www.powabeam.com.au/images/detailed/9/10349-fury-cobra-black-folding-knife-4.jpg,https://www.powabeam.com.au/images/detailed/9/10349-fury-cobra-black-folding-knife-5.jpg,https://www.powabeam.com.au/images/detailed/9/10349-fury-cobra-black-folding-knife-box.jpg	https://www.powabeam.com.au/images/detailed/8/10349-fury-cobra-black-folding-knife.jpg	https://www.powabeam.com.au/images/detailed/9/10349-fury-cobra-black-folding-knife-2.jpg	https://www.powabeam.com.au/images/detailed/9/10349-fury-cobra-black-folding-knife-3.jpg	https://www.powabeam.com.au/images/detailed/9/10349-fury-cobra-black-folding-knife-4.jpg	https://www.powabeam.com.au/images/detailed/9/10349-fury-cobra-black-folding-knife-5.jpg	https://www.powabeam.com.au/images/detailed/9/10349-fury-cobra-black-folding-knife-box.jpg			
https://www.powabeam.com.au/pro-rancher-knife.html	Mustang Outdoor Gear	10350	10350	Blades & Accessories / Folding Knives	Mustang Pro Rancher Pocket Knife	$14.95		In stock		Fury Mustang Pro Rancher folding knife features a razor sharp blade and POM handle with brass finishing for a traditional style stockman's pocket knife. <ul><li>2.4mm 440 Stainless Steel Blade</li><li>POM Handle with Brass Bolsters, Pins and Liner Lock</li><li>176mm Overall Length (open)</li><li>96mm Length (closed)</li></ul> Mustang is an outdoor focused range of quality fixed blade and pocket knives that are designed to be used, not just displayed.	<p>Features</p><ul><li>GTIN: 76635910350</li></ul>	https://www.powabeam.com.au/images/detailed/9/10350-mustang-brass-pocket-knife.jpg,https://www.powabeam.com.au/images/detailed/9/10350-mustang-brass-pocket-knife-2.jpg,https://www.powabeam.com.au/images/detailed/9/10350-mustang-brass-pocket-knife-3.jpg,https://www.powabeam.com.au/images/detailed/9/10350-mustang-brass-pocket-knife-4.jpg,https://www.powabeam.com.au/images/detailed/9/10350-mustang-brass-pocket-knife-box.jpg	https://www.powabeam.com.au/images/detailed/9/10350-mustang-brass-pocket-knife.jpg	https://www.powabeam.com.au/images/detailed/9/10350-mustang-brass-pocket-knife-2.jpg	https://www.powabeam.com.au/images/detailed/9/10350-mustang-brass-pocket-knife-3.jpg	https://www.powabeam.com.au/images/detailed/9/10350-mustang-brass-pocket-knife-4.jpg	https://www.powabeam.com.au/images/detailed/9/10350-mustang-brass-pocket-knife-box.jpg				
https://www.powabeam.com.au/pro-stockman-2-blade-knife.html	Mustang Outdoor Gear	10351	10351	Blades & Accessories / Folding Knives	Pro Stockman Dual Blade Pocket Knife	$10.95		On backorder		<p>Mustang Pro Stockman folding knife features two razor sharp blades in one traditional style stockman's pocket knife.</p><ul><li>1.8mm 440 Stainless Steel Blades (48mm and 60mm length)</li><li>POM Handle with Brass Bolsters, Pins and Liner Lock</li><li>133mm Overall Length (open)</li><li>72mm Length (closed)</li></ul> Mustang is an outdoor focused range of quality fixed blade and pocket knives that are designed to be used, not just displayed.	<p>Features</p><ul><li>GTIN: 766359103518</li></ul>	https://www.powabeam.com.au/images/detailed/9/10351-mustang-brass-double-pocket-knife.jpg,https://www.powabeam.com.au/images/detailed/9/10351-mustang-brass-double-pocket-knife-2.jpg,https://www.powabeam.com.au/images/detailed/9/10351-mustang-brass-double-pocket-knife-3.jpg,https://www.powabeam.com.au/images/detailed/9/10351-mustang-brass-double-pocket-knife-4.jpg,https://www.powabeam.com.au/images/detailed/9/10351-mustang-brass-double-pocket-knife-5.jpg,https://www.powabeam.com.au/images/detailed/9/10351-mustang-brass-double-pocket-knife-6.jpg,https://www.powabeam.com.au/images/detailed/9/10351-mustang-brass-double-pocket-knife-box.jpg	https://www.powabeam.com.au/images/detailed/9/10351-mustang-brass-double-pocket-knife.jpg	https://www.powabeam.com.au/images/detailed/9/10351-mustang-brass-double-pocket-knife-2.jpg	https://www.powabeam.com.au/images/detailed/9/10351-mustang-brass-double-pocket-knife-3.jpg	https://www.powabeam.com.au/images/detailed/9/10351-mustang-brass-double-pocket-knife-4.jpg	https://www.powabeam.com.au/images/detailed/9/10351-mustang-brass-double-pocket-knife-5.jpg	https://www.powabeam.com.au/images/detailed/9/10351-mustang-brass-double-pocket-knife-6.jpg	https://www.powabeam.com.au/images/detailed/9/10351-mustang-brass-double-pocket-knife-box.jpg		
https://www.powabeam.com.au/stockmans-knife.html	Mustang Outdoor Gear	10352	10352	Blades & Accessories / Folding Knives	Stockman's Knife	$18.50		In stock		<p>Mustang Stockman's knife is an ideal pocket knife featuring two razor sharp blades with a POM handle.</p><ul><li>440 Stainless Steel Blades</li><li>POM Handle with Pick and Tweezers</li><li>190mm Approx Overall Length (open)</li><li>115mm Approx. Length (closed)</li></ul><p>Also available with a:Stockmans belt that includes a horizontal pouchLeather horizontal pouch or a Bushman's Belt</p> Mustang is an outdoor focused range of quality fixed blade and pocket knives that are designed to be used, not just displayed.	<p>Features</p><ul><li>GTIN: 766359103525</li></ul>	https://www.powabeam.com.au/images/detailed/10/10352-stockmans-knife-mustang.jpg	https://www.powabeam.com.au/images/detailed/10/10352-stockmans-knife-mustang.jpg								
https://www.powabeam.com.au/trail-blazer-tanto-knife.html	Mustang Outdoor Gear	10353	10353	Blades & Accessories	Mustang Trail Blazer Pocket Knife	$14.75		In stock		<p>Mustang Trail Blazer pocket knife with tanto shape blade and loden green handle with finger grooves for improved grip.</p><ul><li>2.7mm 440C Stainless Steel Tanto Blade</li><li>All Black Non Reflective Finishing on Blade</li><li>Green Loden Finish Polycarbonate Handle</li><li>Handle Features Lanyard Hole and Finger Grooves for Improved grip</li><li>215mm overall length (open)</li><li>126mm length (closed)</li></ul> Mustang is an outdoor focused range of quality fixed blade and pocket knives that are designed to be used, not just displayed.	<p>Features</p><ul><li>GTIN: 766359103532</li></ul>	https://www.powabeam.com.au/images/detailed/9/10353-mustang-hunting-pocket-knife.jpg,https://www.powabeam.com.au/images/detailed/9/10353-mustang-hunting-pocket-knife-2.jpg,https://www.powabeam.com.au/images/detailed/9/10353-mustang-hunting-pocket-knife-3.jpg,https://www.powabeam.com.au/images/detailed/9/10353-mustang-hunting-pocket-knife-4.jpg,https://www.powabeam.com.au/images/detailed/9/10353-mustang-hunting-pocket-knife-box.jpg	https://www.powabeam.com.au/images/detailed/9/10353-mustang-hunting-pocket-knife.jpg	https://www.powabeam.com.au/images/detailed/9/10353-mustang-hunting-pocket-knife-2.jpg	https://www.powabeam.com.au/images/detailed/9/10353-mustang-hunting-pocket-knife-3.jpg	https://www.powabeam.com.au/images/detailed/9/10353-mustang-hunting-pocket-knife-4.jpg	https://www.powabeam.com.au/images/detailed/9/10353-mustang-hunting-pocket-knife-box.jpg				
https://www.powabeam.com.au/trail-blazer-knife-90mm.html	Mustang Outdoor Gear	10355	10355	Blades & Accessories	Trail Blazer Hunting Pocket Knife 90mm	$13.50		In stock		<p>Mustang Trail Blazer pocket knife with an all black non-reflective blade and loden green handle with finger grooves for improved grip.</p><ul><li>2.2mm 440C Stainless Steel Razor Edge Blade</li><li>All Black Non Reflective Finishing on Blade</li><li>Green Loden Finish Polycarbonate Handle with Finger Grooves for Improved grip</li><li>164mm overall length (open)</li><li>94mm length (closed)</li></ul> Mustang is an outdoor focused range of quality fixed blade and pocket knives that are designed to be used, not just displayed.	<p>Features</p><ul><li>GTIN: 766359103556</li></ul>	https://www.powabeam.com.au/images/detailed/9/10355-mustang-hunting-pocket-knife.jpg,https://www.powabeam.com.au/images/detailed/9/10355-mustang-hunting-pocket-knife-2.jpg,https://www.powabeam.com.au/images/detailed/9/10355-mustang-hunting-pocket-knife-3.jpg,https://www.powabeam.com.au/images/detailed/9/10355-mustang-hunting-pocket-knife-4.jpg	https://www.powabeam.com.au/images/detailed/9/10355-mustang-hunting-pocket-knife.jpg	https://www.powabeam.com.au/images/detailed/9/10355-mustang-hunting-pocket-knife-2.jpg	https://www.powabeam.com.au/images/detailed/9/10355-mustang-hunting-pocket-knife-3.jpg	https://www.powabeam.com.au/images/detailed/9/10355-mustang-hunting-pocket-knife-4.jpg					
https://www.powabeam.com.au/trail-blazer-knife-115.html	Mustang Outdoor Gear	10356	10356	Blades & Accessories	Trail Blazer Hunting Pocket Knife 115mm	$13.95		In stock		<p>Mustang 115mm Trail Blazer pocket knife with all black finishing and loden green handle with finger grooves for improved grip.</p><ul><li>2.3mm 440C Stainless Steel Blade</li><li>All Black Non Reflective Finishing on Blade</li><li>Green Loden Finish Polycarbonate Handle with Finger Grooves</li><li>200mm overall length (open)</li><li>114mm length (closed)</li></ul> Mustang is an outdoor focused range of quality fixed blade and pocket knives that are designed to be used, not just displayed.	<p>Features</p><ul><li>GTIN: 766359103563</li></ul>	https://www.powabeam.com.au/images/detailed/9/10356-mustang-hunting-pocket-knife.jpg,https://www.powabeam.com.au/images/detailed/9/10356-mustang-hunting-pocket-knife-2.jpg,https://www.powabeam.com.au/images/detailed/9/10356-mustang-hunting-pocket-knife-3.jpg,https://www.powabeam.com.au/images/detailed/9/10356-mustang-hunting-pocket-knife-4.jpg,https://www.powabeam.com.au/images/detailed/9/10356-mustang-hunting-pocket-knife-box.jpg	https://www.powabeam.com.au/images/detailed/9/10356-mustang-hunting-pocket-knife.jpg	https://www.powabeam.com.au/images/detailed/9/10356-mustang-hunting-pocket-knife-2.jpg	https://www.powabeam.com.au/images/detailed/9/10356-mustang-hunting-pocket-knife-3.jpg	https://www.powabeam.com.au/images/detailed/9/10356-mustang-hunting-pocket-knife-4.jpg	https://www.powabeam.com.au/images/detailed/9/10356-mustang-hunting-pocket-knife-box.jpg				
